review,rating,sentiment
"To be fair, This office chair arrived damaged and the packaging was torn. Works as advertised but the design feels a little outdated.",2,Negative
"Honestly, This winter jacket arrived damaged and the packaging was torn. Battery drains way too quickly. Difficult to set up and the instructions were unclear.",1,Negative
"To be fair, This air fryer decent product overall, neither great nor bad. Battery life is acceptable but not impressive. Battery drains way too quickly.",3,Neutral
"Honestly, This phone case average quality, about what I expected for the price. Battery drains way too quickly.",2,Negative
"Overall, This desk lamp feels cheap and poorly made. Arrived damaged and the packaging was torn. Arrived damaged and the packaging was torn.",3,Neutral
"This air fryer build quality is excellent and sturdy. Exactly as described, very happy with this purchase.",5,Positive
This air fryer great value for the price. Price is reasonable for what you get.,5,Positive
"Overall, This yoga mat average quality, about what I expected for the price. Works as advertised but the design feels a little outdated.",3,Neutral
"This wireless earbuds average quality, about what I expected for the price. Price is reasonable for what you get.",3,Neutral
"Overall, This office chair I would definitely recommend this to others. Easy to set up and use right away.",4,Positive
"So far, This gaming mouse exactly as described, very happy with this purchase. Customer service was responsive but slow to resolve the issue.",3,Neutral
"Honestly, This bookshelf completely different from the description. Stopped working after a few days.",1,Negative
"Overall, This bookshelf not worth the price at all. Battery life is acceptable but not impressive.",1,Negative
"Overall, This electric toothbrush some features are good, others could be improved. Would not recommend this to anyone.",3,Neutral
"This kitchen knife set some features are good, others could be improved. Exceeded my expectations. Arrived earlier than expected and well packaged.",3,Neutral
"Honestly, This running shoes arrived damaged and the packaging was torn. Difficult to set up and the instructions were unclear.",2,Negative
"This bookshelf exceeded my expectations. It's okay, does the job but nothing special.",3,Neutral
"Overall, This phone case would not recommend this to anyone. Customer service never responded to my emails. Would not recommend this to anyone.",3,Neutral
This water bottle very disappointed with the build quality. Battery drains way too quickly.,1,Negative
"Honestly, This air fryer not worth the price at all. Works as advertised but the design feels a little outdated.",3,Neutral
"So far, This smart watch average quality, about what I expected for the price. Easy to set up and use right away.",3,Neutral
"To be fair, This coffee maker easy to set up and use right away. Arrived earlier than expected and well packaged.",5,Positive
"This phone case battery life is acceptable but not impressive. Some features are good, others could be improved. Completely different from the description.",3,Neutral
"This backpack packaging was fine, delivery took a bit longer than expected. Customer service was responsive but slow to resolve the issue. Completely different from the description.",2,Negative
"Overall, This blender decent product overall, neither great nor bad. Great value for the price.",5,Positive
"Overall, This coffee maker customer service was helpful and quick to respond. Exceeded my expectations. Exceeded my expectations.",5,Positive
"To be fair, This gaming mouse price is reasonable for what you get. Customer service was responsive but slow to resolve the issue. Arrived earlier than expected and well packaged.",3,Neutral
"Honestly, This kitchen knife set it's okay, does the job but nothing special. Some features are good, others could be improved.",3,Neutral
